Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2020,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,7980
2020,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,20374
2020,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,500250,Interfund HOPE Union Business Usage,Personnel Services,Expenditures,0,0,857
2020,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,0,0,11057
2020,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,0,0,11
2020,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,871
2020,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,16334
2020,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,501160,Vehicle Allowance - Civilian,Personnel Services,Expenditures,0,0,-4176
2020,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,551020,Non-Capital Communication Equipment,Non-Capital Equipment,Expenditures,0,0,2588
2020,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,451010,COH - Workers' Compensation Administration Fees,Direct Interfund Services,Revenues,0,0,234557
2020,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,1021
2020,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,2176
2020,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,1302
2020,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,457090,Interfund GIS Services,Direct Interfund Services,Revenues,0,0,6169
2020,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,5170
2020,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,2039
2020,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,100
2020,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,500210,Pay for Performance-Municipal,Personnel Services,Expenditures,0,0,400
2020,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,42747
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,424180,Interfund KRONOS,Charges for Services,Revenues,0,0,276195
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,51106
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,70997
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,0,0,905
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,110959
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,0,0,8896
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,0,0,400000
2020,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,560240,Cap Exp - Communication Equipment,Equipment,Expenditures,0,0,18297
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,3062
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,2932
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,0,0,22
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500210,Pay for Performance-Municipal,Personnel Services,Expenditures,0,0,2250
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,212962
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,0,0,14081
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,0,0,1418
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,551020,Non-Capital Communication Equipment,Non-Capital Equipment,Expenditures,0,0,6901
2020,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,560230,Cap Exp - Computer HW and Developed SW,Equipment,Expenditures,0,0,17600
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,421280,Other Licenses & Permits,Licenses and Permits,Revenues,0,0,40489
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434225,Sale of Non-Capital Equip. & Merchandise,Miscellaneous/Other,Revenues,0,0,28176
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434505,Prior Year Expenditure Recovery,Miscellaneous/Other,Revenues,0,0,-2832
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434510,Prior Year Revenue,Miscellaneous/Other,Revenues,0,0,279750
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500180,Temporary Employees,Personnel Services,Expenditures,0,0,1265
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500240,Interfund HOPE Community Service Usage,Personnel Services,Expenditures,0,0,488
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511085,Drugs & Medical Chemicals,Supplies,Expenditures,0,0,6505
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511135,Recreational Supplies,Supplies,Expenditures,0,0,4500
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511160,Protective Gear,Supplies,Expenditures,0,0,1892
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,0,0,40131
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560270,Cap Exp - Intangible Assets,Equipment,Expenditures,0,0,57404
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453014,Area 1&2 GRP Fees NnGv,Charges for Services,Revenues,0,0,147006
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453015,Area3 GRP Fees Non-Government,Charges for Services,Revenues,0,0,7492933
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453022,Contract Treated Industrial Wat Non-Government,Charges for Services,Revenues,0,0,3239679
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453032,ConUntCWAHWY225NnGv,Charges for Services,Revenues,0,0,29782348
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453033,ContractUntreatedLakeHoustonIndustNonGov,Charges for Services,Revenues,0,0,4764706
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453035,ConUntSoCanIndNonGv,Charges for Services,Revenues,0,0,7310792
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453036,ContractUntreatSoCanlAgriculturNonGov,Charges for Services,Revenues,0,0,86782
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453038,Contract Untreat CWA Bayport Non-Govern,Charges for Services,Revenues,0,0,8880626
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453039,ConUntCWANWLATNonGv,Charges for Services,Revenues,0,0,134905
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453120,Con Tr Bulk Wat Gov,Charges for Services,Revenues,0,0,38792268
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,455040,Utility Services Penalties,Charges for Services,Revenues,0,0,9635565
2020,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456200,Water Plant Annual True-up Revenue,Charges for Services,Revenues,0,0,10861782
2020,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511030,Mechanical Hardware,Supplies,Expenditures,0,0,3312
2020,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,0,0,5482
2020,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,431020,Contributions from Others,Miscellaneous/Other,Revenues,0,0,5136888
2020,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434245,Sale of Capital Assets - Vehicles,Other Resources,Revenues,0,0,292850
2020,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434335,Recover Damage-Infrastructure,Miscellaneous/Other,Revenues,0,0,4479
2020,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,0,0,4778
2020,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,424020,Interfund Engineering Services,Direct Interfund Services,Revenues,0,0,19150
2020,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,447035,Washington Ave Parking Revenue,Charges for Services,Revenues,0,0,6055
2020,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,0,0,32534
2020,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,0,0,5826
2020,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560210,Cap Exp - Furniture Fixtures and Equipment,Equipment,Expenditures,0,0,7866
2020,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560270,Cap Exp - Intangible Assets,Equipment,Expenditures,0,0,228000
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,0,0,49
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,426505,Drainage Charge Adjustment,Charges for Services,Revenues,0,0,-8
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,490020,Transfer from Special Revenue Fund,Other Resources,Revenues,0,0,32534
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520715,Arbitrage Expenses,Debt Service and Other Uses,Expenditures,0,0,241
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531005,Bad Debt Expense,Debt Service and Other Uses,Expenditures,0,0,2296159
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531205,Permanent Improvement Capital Cost,Debt Service and Other Uses,Expenditures,0,0,-30187150
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560260,Cap Exp - Infrastructure,Equipment,Expenditures,0,0,30187149
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560270,Cap Exp - Intangible Assets,Equipment,Expenditures,0,0,228000
2020,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,0,0,3845
2020,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,426300,Certified Copies Fees,Charges for Services,Revenues,0,0,104
2020,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,426410,Collection Fees,Charges for Services,Revenues,0,0,-188
2020,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,551015,Non-Capital Computer Equipment,Non-Capital Equipment,Expenditures,0,0,-13
2020,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,560220,Cap Exp - Vehicles,Equipment,Expenditures,0,0,22133
2020,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,0,0,1200000
2020,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,490020,Transfer from Special Revenue Fund,Other Resources,Revenues,0,0,1200000
2020,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,0,0,301648
2020,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,428080,Returned Check Charges,Other Fines and Forfeits,Revenues,0,0,312
2020,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,434245,Sale of Capital Assets - Vehicles,Other Resources,Revenues,0,0,51799
2020,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,0,0,1663
2020,2205,HoustonEmergencyCtr,Special Revenue Funds,1500,Houston Emergency Center (HEC),Public Safety,432010,Interest on Pooled Investments,Interest,Revenues,0,0,38143
