Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,1000,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,1424830,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,2700,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,0,29300,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,856481,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,520725,Assessments - Other Governments,Other Services and Charges,Expenditures,0,111000,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,3638,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,40263,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,4775,0
2022,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,1100,0
2022,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,1084,0
2022,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,17877,0
2022,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,16254,0
2022,1000,General Fund,General Funds,5500,City Council,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,25698,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,11473,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,1492,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,42000,0
2022,1000,General Fund,General Funds,6400,Finance,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,8593,0
2022,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,40455,0
2022,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,6024,0
2022,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,39140,0
2022,1000,General Fund,General Funds,7000,Planning & Development,Development & Maintenance Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,4150,0
2022,1000,General Fund,General Funds,7000,Planning & Development,Development & Maintenance Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,1842,0
2022,1000,General Fund,General Funds,7000,Planning & Development,Development & Maintenance Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,5000,0
2022,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,1740,0
2022,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,7000,0
2022,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,520770,Insurance Administration Fees,Other Services and Charges,Expenditures,0,126,0
2022,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,3970,0
2022,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,9206,0
2022,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,81500,0
2022,1000,General Fund,General Funds,9900,Citywide General Government,General Government,522620,Claims & Judgments,Other Services and Charges,Expenditures,0,17609095,0
2022,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,5298,1398,0
2022,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,6600,6600,0
2022,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,28000,28000,0
2022,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,520145,Criminal Intelligence Services,Other Services and Charges,Expenditures,450,450,0
2022,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,520605,Advertising Services,Other Services and Charges,Expenditures,732,732,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,520120,Communications Equipment Services,Other Services and Charges,Expenditures,4000,4000,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,520122,Office Equipment Services,Other Services and Charges,Expenditures,500,500,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,520133,Private Investigative Services,Other Services and Charges,Expenditures,1000,1000,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,9113,9113,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,500,500,0
2022,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,521725,Other Rental,Other Services and Charges,Expenditures,1515,1515,0
2022,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,520108,Information Resource Services,Other Services and Charges,Expenditures,25000,25000,0
2022,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,57000,58000,0
2022,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,520605,Advertising Services,Other Services and Charges,Expenditures,250,250,0
2022,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,521905,Legal Services,Other Services and Charges,Expenditures,1000,1000,0
2022,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,522731,Interfund Vehicle Accidents,Other Services and Charges,Expenditures,1138,1138,0
2022,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,200,200,0
2022,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,500,500,0
2022,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,200,200,0
2022,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,5985,5985,0
2022,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,7400,7400,0
2022,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,34000,34000,0
2022,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,522305,Freight Charges,Other Services and Charges,Expenditures,500,500,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,2347,2347,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520133,Private Investigative Services,Other Services and Charges,Expenditures,944,944,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,4,4,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520515,Print Shop Services,Other Services and Charges,Expenditures,991,991,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,1963,1963,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,521705,Equipment Rental,Other Services and Charges,Expenditures,25905,25905,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,55664,55664,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,35188,35188,0
2022,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,370,0,0
2022,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,3200,0,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,10300,10300,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,900,900,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520141,Engineering Services,Other Services and Charges,Expenditures,26900,39500,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520761,Contributions to Joint Projects,Other Services and Charges,Expenditures,90072,0,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,521404,HVAC Repair and Replacement,Other Services and Charges,Expenditures,48601,0,0
2022,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,522740,Interfund Police Service,Other Services and Charges,Expenditures,53600,53600,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,8000,8200,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,521435,Water Services,Other Services and Charges,Expenditures,250,255,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,20000,0,0
2022,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,7000,5800,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,1500,1500,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,9947,9947,0
2022,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,1250,1250,0
2022,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,3200,3200,0
2022,1000,General Fund,General Funds,5500,City Council,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,80,80,0
2022,1000,General Fund,General Funds,5500,City Council,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,5049,5049,0
2022,1000,General Fund,General Funds,5500,City Council,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,500,0,0
2022,1000,General Fund,General Funds,5500,City Council,Administrative Services,520725,Assessments - Other Governments,Other Services and Charges,Expenditures,250,0,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,6000,6000,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,2100,2100,0
2022,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2200,2200,0
2022,1000,General Fund,General Funds,6400,Finance,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,28726,28726,0
2022,1000,General Fund,General Funds,6400,Finance,Administrative Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,700,700,0
2022,1000,General Fund,General Funds,6400,Finance,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,56526,56526,0
2022,1000,General Fund,General Funds,6400,Finance,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,45000,45000,0
2022,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,630,630,0
2022,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,670,670,0
2022,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,58,58,0
2022,1000,General Fund,General Funds,7500,City Secretary,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,3428,3427,0
2022,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,520116,Parking Services Contract,Other Services and Charges,Expenditures,3312,3312,0
2022,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,60,350,0
2022,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,4537,5730,0
2022,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520108,Information Resource Services,Other Services and Charges,Expenditures,5000,5000,0
2022,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,8500,8500,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,1800,1800,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,1000,1000,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,2300,2300,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,6700,6700,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,5500,5500,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,8700,8700,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,18501,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,3964,3964,0
2022,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,200,200,0
2022,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520121,Application Services,Other Services and Charges,Expenditures,293404,493404,0
2022,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,6790,6790,0
2022,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,12900,12900,0
2022,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520770,Insurance Administration Fees,Other Services and Charges,Expenditures,677,677,0
2022,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,80028,80028,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,1444215,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,45000,45000,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521905,Legal Services,Other Services and Charges,Expenditures,500,500,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,57000,57000,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,0,18457241,0
2022,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,0,770000,0
2022,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,1464,1464,0
2022,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,13743,13743,0
2022,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,1169,1169,0
2022,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,5616,5616,0
2022,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,1909,0
2022,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,10332,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,40000,40000,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,200,200,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,1000,1000,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,648,648,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,936,936,0
2022,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,1644,1644,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,880,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,521940,Legal Svcs -Judgemt,Other Services and Charges,Expenditures,500000,1000000,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,2500,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,7300,0,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,31200,0,0
2022,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,10300,10300,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,43000,43000,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520122,Office Equipment Services,Other Services and Charges,Expenditures,2700,2700,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520158,Computer Equipment Maintenance Services,Other Services and Charges,Expenditures,1000,1000,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,600,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,97300,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521905,Legal Services,Other Services and Charges,Expenditures,25000,25000,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521910,Legal Svcs - Crt Report,Other Services and Charges,Expenditures,1000,1000,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,180000,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,1400,0,0
2022,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,600,0,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,49320,49320,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,3725,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,3000,4000,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520705,Insurance Fees,Other Services and Charges,Expenditures,0,1247,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,0,9550,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,5332,0
2022,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1247,0,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,0,30,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,1500,500,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,1500,500,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,0,620,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,0,700,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,700,0,0
2022,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,30,0,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520149,Internship Program,Other Services and Charges,Expenditures,32400,32400,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,50,50,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520515,Print Shop Services,Other Services and Charges,Expenditures,1050,1050,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,1648,1648,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,520705,Insurance Fees,Other Services and Charges,Expenditures,0,154575,0
2022,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,521726,Ice Machine Rental,Other Services and Charges,Expenditures,23000,0,0
